name,price,image,airflow,color,noise_level,pwm,rpm,size,rating
Noctua F12 PWM,24.94,,43.73 - 54.97 CFM,Brown,18.6 - 22.4 dB,Yes,300 - 1500 RPM,120 mm,4.5
Montech AX120,9.94,https://cdna.pcpartpicker.com/static/forever/images/product/82033a9279fc751a45c74f1d11ad0ceb.256p.jpg,59 CFM,Black,27 dB,Yes,800 - 1600 RPM,120 mm,5
Noctua R8 redux-1800 PWM,11.99,,31.37 CFM,Black / Gray,17.1 dB,Yes,325 - 1800 RPM,80 mm,4.5
Thermaltake Riing Quad 14 RGB Radiator TT Premium Edition 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/1eb86eab6e522e331386983a334205f4.256p.jpg,60.17 CFM,White,26.1 dB,Yes,500 - 1400 RPM,140 mm,0
Jonsbo ZA-120B,26.96,https://cdna.pcpartpicker.com/static/forever/images/product/6a769c33a0e3c9205edc5d28d5b44712.256p.jpg,21.46 - 62.4 CFM,Black,21.3 - 37.3 dB,Yes,700 - 2400 RPM,120 mm,5
Corsair iCUE LINK RX120 MAX RGB Starter Kit 3-Pack,91.19,https://cdna.pcpartpicker.com/static/forever/images/product/3965f89f55cc758a186c360ced3a04e6.256p.jpg,16.3 - 71.3 CFM,Black,10 - 29.5 dB,Yes,400 - 2000 RPM,120 mm,0
Asiahorse DAWN 3-Pack,,,71 CFM,Black,6 - 29 dB,Yes,900 - 1850 RPM,120 mm,5
ARCTIC S12038-8K,16.73,https://cdna.pcpartpicker.com/static/forever/images/product/abfd810a29c81ae0b41c8b3adc5b3915.256p.jpg,220 CFM,Black,,Yes,800 - 8000 RPM,120 mm,0
Thermalright TL-M12Q X3 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/ab3e71c52aa2f953de5b1a84de81959e.256p.jpg,68.9 CFM,Black,28.2 dB,Yes,2000 RPM,120 mm,4.5
Lian Li UNI FAN TL 120 Reverse Blade 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/77227dd2e817f86f4139d0300cff5d5f.256p.jpg,83.4 CFM,Black,34 dB,No,200 - 2300 RPM,120 mm,5
Lian Li UNI FAN SL Wireless LCD 3-Pack,79.99,https://cdna.pcpartpicker.com/static/forever/images/product/eb3a40e5f15060742f40f0f3e5d9d0d1.256p.jpg,51.45 CFM,Black,31 dB,Yes,350 - 1900 RPM,120 mm,3
Asus Prime MR120 ARGB 3-Pack,39.9,https://cdna.pcpartpicker.com/static/forever/images/product/07d28f6455fed11488f97358c0971fcf.256p.jpg,58 CFM,Black,21 dB,Yes,1600 RPM,120 mm,0
Corsair RS140 ARGB 2-Pack,17.94,https://cdna.pcpartpicker.com/static/forever/images/product/39d263f0df09d1e5b39d96aa0839470e.256p.jpg,14.6 - 95.5 CFM,Black,10 - 36 dB,Yes,330 - 1700 RPM,140 mm,0
Thermalright TL-H12-X28-S,,,80.45 CFM,Black,29.4 dB,Yes,2150 RPM,120 mm,0
Thermalright TL-C12W-S V3 X3 3-Pack,,,66.17 CFM,White,25.6 dB,Yes,1500 RPM,120 mm,4.5
Lian Li UNI FAN SL V2,43.68,https://cdna.pcpartpicker.com/static/forever/images/product/2b0d384a64d9351e3e3c54ca7f398274.256p.jpg,77.6 CFM,Black / Silver,29 dB,Yes,250 - 1600 RPM,140 mm,4.5
Noctua A4x20 PWM,13.95,https://cdna.pcpartpicker.com/static/forever/images/product/11baee4c4bdb02d58c0b311acad53c20.256p.jpg,4.89 - 5.53 CFM,Brown,12.2 - 14.9 dB,Yes,1200 - 5000 RPM,40 mm,5
Noctua A20 PWM,30.95,,59.33 - 86.46 CFM,Brown,10.7 - 18.1 dB,Yes,350 - 800 RPM,200 mm,4.5
Jonsbo ZB-120B,17.96,,20.95 - 65.26 CFM,Black,20.3 - 36.6 dB,Yes,700 - 2400 RPM,120 mm,0
Corsair iCUE LINK RX140 2-Pack,55.97,https://cdna.pcpartpicker.com/static/forever/images/product/d24c42eed3230bb8350a883a3fbedff6.256p.jpg,18.1 - 95.7 CFM,Black / White,10 - 36 dB,No,1700 RPM,140 mm,5
Noctua A9 PWM,17.95,,36.84 - 46.44 CFM,Brown,16.3 - 22.8 dB,Yes,400 - 2000 RPM,92 mm,4.5
Thermalright TL-M12QRW,16.98,,47.6 CFM,White,23.2 dB,Yes,1500 RPM,120 mm,0
Thermalright TL-M12-S,,,47.6 CFM,Black,23.2 dB,Yes,1500 RPM,120 mm,4.5
Noctua F12 PWM chromax.black.swap,24.95,https://cdna.pcpartpicker.com/static/forever/images/product/87a8577828f0ab07410d5039b0a284a9.256p.jpg,54.97 CFM,Multicolor,22.4 dB,Yes,300 - 1500 RPM,120 mm,4.5
Noctua A8 PWM chromax.black.swap,21.95,,32.67 CFM,Black / Multicolor,17.7 dB,Yes,450 - 2200 RPM,80 mm,5
Corsair LL120 3-Pack,27.35,https://cdna.pcpartpicker.com/static/forever/images/product/e6ac2b8f1c95a27dce253b46660bec67.256p.jpg,63 CFM,White,36 dB,Yes,2200 RPM,120 mm,4.5
ARCTIC P12 PST A-RGB 0dB 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/7b1d6b22ede971252bccb5364dc4f31e.256p.jpg,48.8 CFM,Black,,Yes,,120 mm,4.5
Thermaltake CT ARGB Sync,43.53,,131.6 CFM,Black,27.2 dB,Yes,500 - 900 RPM,200 mm,5
Thermalright TL-C12B-S V3 X3 3-Pack,,,66.17 CFM,Black,25.6 dB,Yes,1500 RPM,120 mm,4.5
Phanteks D30-120 3-Pack,77.98,https://cdna.pcpartpicker.com/static/forever/images/product/010fee874052b7b50c6ef893738793b5.256p.jpg,64.3 CFM,Black,30.2 dB,Yes,250 - 2000 RPM,120 mm,5
be quiet! Light Wings,24.9,https://cdna.pcpartpicker.com/static/forever/images/product/1af7fab1ed03cbfed64b9f7a62435834.256p.jpg,51.37 CFM,Black,25.5 dB,Yes,1300 RPM,140 mm,5
Thermaltake CT120 2-Pack,12.95,https://cdna.pcpartpicker.com/static/forever/images/product/1b380d006c15e14236f2b42ed71de79a.256p.jpg,57.05 CFM,White,25.8 dB,Yes,500 - 2000 RPM,120 mm,0
Lian Li UNI FAN TL LCD 120 3-Pack,141.94,https://cdna.pcpartpicker.com/static/forever/images/product/898f2b2f4de6f465ef17e153d900bedd.256p.jpg,90.1 CFM,Black,33 dB,Yes,,120 mm,3
Noctua S12A PWM,21.95,https://cdna.pcpartpicker.com/static/forever/images/product/593f7070efbfeabc3d6b8274cd6e5c43.256p.jpg,,Brown,10.7 - 17.8 dB,Yes,300 - 1200 RPM,120 mm,4.5
Asus Prime MR120 ARGB,13.9,https://cdna.pcpartpicker.com/static/forever/images/product/a8f1edacb0a239806c5ea9ee41a5d0c6.256p.jpg,58 CFM,Black,21 dB,Yes,1600 RPM,120 mm,5
DARKROCK R120 2-Pack,20.57,,,White,27.7 dB,Yes,800 - 1600 RPM,120 mm,0
NZXT F120 RGB Core 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/f0950c8533c731a75ebb3c1d51221383.256p.jpg,78.86 CFM,White,33.88 dB,Yes,500 - 1800 RPM,120 mm,5
Thermalright TL-M12W-S,,,47.6 CFM,White,23.2 dB,Yes,1500 RPM,120 mm,5
Thermalright TL-C-C-S,17.98,,75.8 CFM,White,26.4 dB,Yes,1500 RPM,140 mm,4.5
Corsair iCUE QL120 3-Pack,115,https://cdna.pcpartpicker.com/static/forever/images/product/30e9affbe579f83fc74935c177819442.256p.jpg,41.8 CFM,Black,26 dB,Yes,1500 RPM,120 mm,4
Phanteks T30-140 3-Pack,99.95,https://cdna.pcpartpicker.com/static/forever/images/product/064e0ce2a4af2d8221597ca3ca5fb80d.256p.jpg,,Black,,Yes,1200 - 2500 RPM,140 mm,0
NZXT F140Q (2024),22.99,https://cdna.pcpartpicker.com/static/forever/images/product/d678ec7e6a4f568335198a428f56b0a8.256p.jpg,102.9 CFM,Black,29.8 dB,Yes,500 - 1500 RPM,140 mm,4.5
Fractal Design Momentum 3-Pack,47.99,https://cdna.pcpartpicker.com/static/forever/images/product/0e2660f57c3f920049334c17de298d2b.256p.jpg,62.44 CFM,Black,28.03 dB,Yes,350 - 2200 RPM,120 mm,4
ARCTIC F12 5-Pack,14.99,https://cdna.pcpartpicker.com/static/forever/images/product/d429ce3fbe28008424a9e5b8f129332b.256p.jpg,53 CFM,Black,22.5 dB,No,1350 RPM,120 mm,0
MSI MPG EZ120R ARGB-3B 3-Pack,98.5,,66.72 CFM,Black,30.78 dB,Yes,,120 mm,0
Phanteks PH-F140D30R 3-Pack,74.99,https://cdna.pcpartpicker.com/static/forever/images/product/818bdd55d94677c404b73b3338c7decb.256p.jpg,71.76 CFM,Black,32.1 dB,Yes,250 - 1800 RPM,140 mm,4.5
HAVN H18 2-Pack,44.99,https://cdna.pcpartpicker.com/static/forever/images/product/78c900d215801c491e8b0a4fd2ebb0bc.256p.jpg,164.63 CFM,Black,35 dB,Yes,,180 mm,4
Noctua A9 PWM chromax.black.swap,21.95,,46.44 CFM,Black / Multicolor,22.8 dB,Yes,400 - 2000 RPM,92 mm,5
ARCTIC P14 Max,20.99,https://cdna.pcpartpicker.com/static/forever/images/product/06f93df083f515d966f00ead01c210e8.256p.jpg,95 CFM,White,,Yes,400 - 2800 RPM,140 mm,4
Noctua NF-A6x25-PWM,14.95,https://cdna.pcpartpicker.com/static/forever/images/product/195d8abcdc0a360f01fdc90e5341d6f8.256p.jpg,13.3 - 17.19 CFM,Brown,13.7 - 19.3 dB,Yes,550 - 3000 RPM,60 mm,4.5
Noctua A9x14,17.95,,22.42 - 29.72 CFM,Brown,13.5 - 19.89 dB,Yes,300 - 2200 RPM,92 mm,4.5
Lian Li UNI FAN SL V2 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/c976038cfb9aaf4a6750cae40b3de406.256p.jpg,64.5 CFM,Black / Silver,29.2 dB,Yes,250 - 2000 RPM,120 mm,4.5
Corsair iCUE LINK LX140 RGB Starter Kit 2-Pack,62.66,https://cdna.pcpartpicker.com/static/forever/images/product/fe5cd9d30f02bf43e3895becbc7dd321.256p.jpg,10.74 - 84.7 CFM,Black,10 - 36 dB,Yes,350 - 2000 RPM,140 mm,4
Thermalright TL-8015,13.66,,28.4 CFM,Gray,23.3 dB,Yes,2200 RPM,80 mm,0
Thermalright TL-C12CW,,,66.17 CFM,White,25.6 dB,Yes,1550 RPM,120 mm,4.5
ARCTIC F12 PST,4.99,https://cdna.pcpartpicker.com/static/forever/images/product/54a593a51545a46537cdbd24fad75231.256p.jpg,53 CFM,Black,22.5 dB,Yes,230 - 1350 RPM,120 mm,5
ARCTIC P12 Max,14.99,https://cdna.pcpartpicker.com/static/forever/images/product/fbf33a60133ea406babd48a18a3dc583.256p.jpg,81.04 CFM,Black,,Yes,200 - 3300 RPM,120 mm,4.5
Thermalright TL-C12RW-S V2,,,58 CFM,Black / White,25.6 dB,Yes,1500 RPM,120 mm,4
Thermalright TL-S12R,,https://cdna.pcpartpicker.com/static/forever/images/product/d7a1b0982092c6a14fbbb6ce1141aeec.256p.jpg,47.6 CFM,Black,23.2 dB,Yes,1500 RPM,120 mm,4.5
MSI MPG EZ120 3-Pack,85.82,https://cdna.pcpartpicker.com/static/forever/images/product/a8e8ad7f3f21f2ac706e33df108dbbc9.256p.jpg,0 - 73.82 CFM,Black,0 - 28.82 dB,Yes,,120 mm,5
Fractal Design Aspect 14 PWM,17.25,https://cdna.pcpartpicker.com/static/forever/images/product/1688d8bbc6e208e3357f2735ccc914af.256p.jpg,20 - 78 CFM,Black,10 - 35.5 dB,Yes,500 - 1700 RPM,140 mm,4
Scythe Wonder Tornado 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/f79c0820e5852d106780eb7739741abc.256p.jpg,7.68 - 75.17 CFM,Black,3 - 35.57 dB,Yes,350 - 2500 RPM,120 mm,0
Thermalright TL-K12,27.99,,69 CFM,Black,27 dB,Yes,2150 RPM,120 mm,4.5
Noctua S12B redux-1200 PWM,12.95,,59.1 CFM,Black / Gray,18.1 dB,Yes,400 - 1200 RPM,120 mm,4.5
be quiet! Pure Wings 3 PWM,9.95,https://cdna.pcpartpicker.com/static/forever/images/product/9cf450030d354e10b3c892a0ea713a13.256p.jpg,,White,25.5 dB,Yes,1600 RPM,120 mm,5
Corsair iCUE LINK RX140 MAX RGB Starter Kit 2-Pack,51.24,https://cdna.pcpartpicker.com/static/forever/images/product/52736f0547bd1de5e9d7abb492de5361.256p.jpg,27.2 - 102.9 CFM,Black,10 - 31 dB,Yes,300 - 1600 RPM,140 mm,0
Noctua S12A PWM chromax.black.swap,27.94,https://cdna.pcpartpicker.com/static/forever/images/product/f0d53f82c1ecc14fc9a26358e6d8beba.256p.jpg,63.27 CFM,Multicolor,17.8 dB,Yes,300 - 1200 RPM,120 mm,4.5
Asus TUF Gaming TR120 ARGB,19.99,,77.4 CFM,Black,29 dB,Yes,2000 RPM,120 mm,4
Noctua A4x10 PWM,19.47,https://cdna.pcpartpicker.com/static/forever/images/product/32a69396ebb8fe68a1b03156634074c9.256p.jpg,3.88 - 5.24 CFM,Brown,12.9 - 19.6 dB,Yes,1000 - 5000 RPM,40 mm,4
Noctua P12 redux-1300 PWM,12.95,https://cdna.pcpartpicker.com/static/forever/images/product/8587cf1d595c7564c2ce91dd61888405.256p.jpg,54.32 CFM,Gray,19.8 dB,Yes,300 - 1300 RPM,120 mm,4.5
Thermalright TL-S12W X3 3-Pack,35.89,,47.6 CFM,White,23.2 dB,Yes,1500 RPM,120 mm,4
Noctua F12 industrialPPC-2000 PWM,26.95,,71.69 CFM,Brown / Black,29.7 dB,Yes,450 - 2000 RPM,120 mm,4.5
Antec P12R,9.5,https://cdna.pcpartpicker.com/static/forever/images/product/d18e4d88b4115040fcf109b94f2a1460.256p.jpg,55.31 - 61.46 CFM,Black,14.2 - 29.5 dB,Yes,600 - 1500 RPM,120 mm,0
Thermalright TL-B12 EXTREM,,,112 CFM,Black / Red,40.5 dB,Yes,3150 RPM,120 mm,4.5
ARCTIC P12 Pro PST CO,13,,77 CFM,Black,,Yes,600 - 3000 RPM,120 mm,0
Thermaltake CT120 ARGB Sync 2-Pack,27.85,,57.05 CFM,Black,25.8 dB,Yes,500 - 2000 RPM,120 mm,4.5
Lian Li UNI FAN P28,22.12,https://cdna.pcpartpicker.com/static/forever/images/product/7bba3150695f245d64090cce5625a019.256p.jpg,44.94 - 92 CFM,White,20.4 - 32.1 dB,Yes,200 - 2600 RPM,120 mm,4.5
ARCTIC P12 Pro PST LN,8.39,https://cdna.pcpartpicker.com/static/forever/images/product/1a4ed0acdc29ef595ba0e1788efa3c70.256p.jpg,49 CFM,Black,,Yes,450 - 2000 RPM,120 mm,0
Thermalright TL-E12B V3,,,72.37 CFM,Black,27.7 dB,Yes,2000 RPM,120 mm,4
Corsair ML140 PRO 2-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/637d55a951c6564584edaa513645859e.256p.jpg,55.4 CFM,Black / White,20.4 dB,Yes,400 - 1200 RPM,140 mm,4.5
Cooler Master MasterFan MF120 Halo² 3in1 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/1b233f0cb48d96054a90a4ef424824dc.256p.jpg,51.88 CFM,Black,27 dB,Yes,1 - 2050 RPM,120 mm,4.5
Thermalright TL-M12QW X3 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/beb59050f3e0ba9d69ba835fdc644303.256p.jpg,68.9 CFM,White,28.2 dB,Yes,2000 RPM,120 mm,4.5
Asus TUF Gaming TF120 ARGB 3-Pack,72.8,https://cdna.pcpartpicker.com/static/forever/images/product/d5fb840526c948bf8a2bf27d7e473cf5.256p.jpg,76 CFM,Black / White,29 dB,Yes,250 - 1900 RPM,120 mm,3
Lian Li UNI FAN TL LCD FLEX 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/dd969a3df5777f57fe0af8a4d25193e8.256p.jpg,63 CFM,Black,29 dB,Yes,350 - 1900 RPM,120 mm,0
Thermaltake TOUGHFAN 2-Pack,46.18,https://cdna.pcpartpicker.com/static/forever/images/product/a55dad7fdd34adcb4d0db5fd67f7a48b.256p.jpg,119.1 CFM,Black,25.2 - 33.2 dB,Yes,500 - 2000 RPM,140 mm,5
Lian Li UNI FAN SL-INF FLEX 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/c085283becb96ce6bf21971f84ad7a42.256p.jpg,65.7 CFM,Black,31 dB,Yes,200 - 2200 RPM,120 mm,0
Corsair LL120,27.11,https://cdna.pcpartpicker.com/static/forever/images/product/4e2045757086fab56d2420d84fcf9619.256p.jpg,43.25 CFM,Black,24.8 dB,Yes,600 - 1500 RPM,120 mm,4.5
Corsair iCUE LINK RX120 MAX Starter Kit 3-Pack,51.99,https://cdna.pcpartpicker.com/static/forever/images/product/a9155cfc33b3098f6edd767bd8fac859.256p.jpg,16.5 - 71.6 CFM,Black,10 - 29.5 dB,Yes,400 - 2000 RPM,120 mm,0
Thermalright TL-C12W-S V3,,,66.17 CFM,White,25.6 dB,Yes,1500 RPM,120 mm,5
Thermaltake CT120 EX ARGB Sync 3-Pack,61.73,https://cdna.pcpartpicker.com/static/forever/images/product/73f12fe2f45730018a56beddce6d1321.256p.jpg,68 CFM,Pink,28.5 dB,Yes,500 - 2000 RPM,120 mm,5
Thermalright TL-C14CW,,,75.8 CFM,White,26.4 dB,Yes,1500 RPM,140 mm,4.5
Corsair RS140,19.48,https://cdna.pcpartpicker.com/static/forever/images/product/bacae5e1fd238bee10dc6408f079c81d.256p.jpg,14.6 - 95.5 CFM,Black,10 - 36 dB,Yes,330 - 1700 RPM,140 mm,0
Jonsbo ZB-120BR,20.11,,20.95 - 65.26 CFM,Black,20.3 - 36.6 dB,Yes,700 - 2400 RPM,120 mm,0
Jonsbo ZA-120W,20.36,,21.46 - 62.4 CFM,White,21.3 - 37.3 dB,Yes,700 - 2400 RPM,120 mm,5
ARCTIC P14,5.99,https://cdna.pcpartpicker.com/static/forever/images/product/55400ac4e86b3fa9b71eb246526b1190.256p.jpg,72.8 CFM,Black,22.5 dB,No,1700 RPM,140 mm,5
ARCTIC P14 Pro Reverse A-RGB,11.99,https://cdna.pcpartpicker.com/static/forever/images/product/902bbf9cd60776784f3ae6a72cb169fe.256p.jpg,98 CFM,Black,,Yes,400 - 2650 RPM,140 mm,0
Phanteks PH-F140D30,25.99,https://cdna.pcpartpicker.com/static/forever/images/product/7929b222fca2887770364b6c58aacb19.256p.jpg,71.93 CFM,Black,29.5 dB,Yes,250 - 1800 RPM,140 mm,5
Thermalright TL-M,,,47.6 CFM,White,23.2 dB,Yes,1500 RPM,120 mm,4.5
TRYX ROTA SL 3-Pack,34.99,https://cdna.pcpartpicker.com/static/forever/images/product/ba2ea95f455e3a71199ba34a2bb733d6.256p.jpg,65.64 CFM,White,28.87 dB,Yes,500 - 1850 RPM,120 mm,5
be quiet! Light Wings PWM 3-Pack,49.99,https://cdna.pcpartpicker.com/static/forever/images/product/e6caaa9775dd8b6175ab4fcd8b5621a6.256p.jpg,41.51 CFM,Black,20.6 dB,Yes,1700 RPM,120 mm,4.5
NZXT F140P (2024),51.55,https://cdna.pcpartpicker.com/static/forever/images/product/c243d2d04d2622697fd4779d8c11b8e2.256p.jpg,93.2 CFM,Black,30 dB,Yes,500 - 1700 RPM,140 mm,4
Phanteks T30-140,34.99,https://cdna.pcpartpicker.com/static/forever/images/product/4caf7989ecaf242764c319cdedaeb541.256p.jpg,,Black,,Yes,1200 - 2500 RPM,140 mm,0
ARCTIC P12 PST A-RGB 0dB,20.97,https://cdna.pcpartpicker.com/static/forever/images/product/e8abab56f66bcc6def3f81349df15575.256p.jpg,48.8 CFM,Black,,Yes,,120 mm,4.5
Lian Li UNI FAN SL-INF LCD FLEX,,https://cdna.pcpartpicker.com/static/forever/images/product/9250b8361eaf8876b3212eb4aa9b9e08.256p.jpg,56.89 CFM,White,31 dB,Yes,350 - 1950 RPM,120 mm,0
NZXT F120 RGB DUO,23,https://cdna.pcpartpicker.com/static/forever/images/product/79c61b46762caeee9a212db3267013ee.256p.jpg,48.58 CFM,Black,29 dB,Yes,500 - 1800 RPM,120 mm,4
ARCTIC P14 PST 5-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/c56a6c2104abccea94276d8b4db0feff.256p.jpg,72.8 CFM,Black,22.5 dB,Yes,200 - 1700 RPM,140 mm,4.5
Scythe Kaze Flex II,,,16.9 - 67.62 CFM,Black,4 - 28.6 dB,Yes,300 - 1500 RPM,120 mm,0
Corsair iCUE ML RGB ELITE Premium 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/86385013ee39ba18c0601227b0504065.256p.jpg,14.86 - 58.1 CFM,Black,10 - 30.4 dB,Yes,450 - 2000 RPM,120 mm,4.5
Thermalright TL-P9,7.9,,32.77 CFM,Black,23.85 dB,Yes,2200 RPM,92 mm,5
Phanteks D30-120 Reversed,25.99,https://cdna.pcpartpicker.com/static/forever/images/product/838207bb897db2999352b9311fd79548.256p.jpg,61.5 CFM,Black,31.8 dB,Yes,250 - 2000 RPM,120 mm,4.5
Thermaltake CT140 2-Pack,18.46,,77.37 CFM,Black,,Yes,500 - 1500 RPM,140 mm,5
ARCTIC P8 Slim PWM PST,6.99,https://cdna.pcpartpicker.com/static/forever/images/product/9779bed7f88fd114970ed5af5859c338.256p.jpg,22.5 CFM,Black,,Yes,300 - 3000 RPM,80 mm,5
HYTE flow FA12 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/a7860862b7c6cc47582a2d9e2ded095e.256p.jpg,72 CFM,Black / White,28 dB,Yes,1500 RPM,120 mm,5
Noctua NF-A14x25r G2 PWM Sx2-PP chromax.black 2-Pack,60.46,https://cdna.pcpartpicker.com/static/forever/images/product/2523dc8128481ad3951f39aa40443511.256p.jpg,0 - 91.58 CFM,Black,0 - 24.8 dB,Yes,,140 mm,0
Phanteks M25G2-140,8.99,https://cdna.pcpartpicker.com/static/forever/images/product/aa8f0edcd1aeaffb74bfb77c1229dc09.256p.jpg,101.78 CFM,Black,36.4 dB,Yes,350 - 1800 RPM,140 mm,0
NZXT Air Flow,,,83.6 CFM,Clear,24.5 dB,No,200 RPM,140 mm,5
ARCTIC P12 Max 5-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/97962d8d9a1aff753695ee59b6ff11f5.256p.jpg,81.04 CFM,Black,,Yes,200 - 3300 RPM,120 mm,4.5
ID-COOLING AF-ARGB-K 3-Pack,44.99,,78 CFM,Black,29.9 dB,Yes,500 - 2000 RPM,120 mm,5
NZXT F140 RGB 2-Pack,25.9,https://cdna.pcpartpicker.com/static/forever/images/product/01020de3bd43f204fd14e6db9b5e0c03.256p.jpg,24.85 - 89.48 CFM,Black,20 - 32.5 dB,Yes,500 - 1800 RPM,140 mm,4.5
Lian Li UNI FAN SL-INF LCD FLEX 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/fdb1069cc41be5d38786d232ac8ae416.256p.jpg,59.2 CFM,White,29.5 dB,Yes,350 - 2000 RPM,120 mm,0
Phanteks M25G2-140 D-RGB Reverse 3-Pack,25.99,https://cdna.pcpartpicker.com/static/forever/images/product/4eb606a59465ccc7019c55c7759c9697.256p.jpg,100.07 CFM,White,40.95 dB,Yes,350 - 1800 RPM,140 mm,5
Silverstone FHS 140X,,,222.95 CFM,Black,50 dB,Yes,800 - 3400 RPM,140 mm,5
Deepcool XFAN,,https://cdna.pcpartpicker.com/static/forever/images/product/86d801eb1dcc350d5d6643797ebe33d8.256p.jpg,44.71 CFM,Black,26 dB,No,1300 RPM,120 mm,3
Noctua A14 industrialPPC-2000 IP67 PWM,32.94,,107.41 CFM,Brown / Black,31.5 dB,Yes,500 - 2000 RPM,140 mm,4.5
Thermalright TL-K12RW,,,69 CFM,White,27 dB,Yes,2150 RPM,120 mm,0
Thermaltake SWAFAN EX12 ARGB 3-Pack,90.4,https://cdna.pcpartpicker.com/static/forever/images/product/14f93cc0a661253b64574add2fd042ca.256p.jpg,56.26 - 57.11 CFM,Black,30.6 - 32.5 dB,Yes,500 - 2000 RPM,120 mm,4
Thermalright TL-E12B-S V3,14.53,,72.37 CFM,Black,27.7 dB,Yes,2000 RPM,120 mm,4.5
Montech AX,13.47,https://cdna.pcpartpicker.com/static/forever/images/product/3c2d6658838e02bc19eab959abf2debf.256p.jpg,90.5 CFM,Black,27.9 dB,Yes,600 - 1600 RPM,140 mm,4.5
NZXT F120 RGB DUO 3-Pack,54.6,https://cdna.pcpartpicker.com/static/forever/images/product/f5003a535b057711c13d08b4a39b6a6b.256p.jpg,48.58 CFM,Black,29 dB,Yes,500 - 1800 RPM,120 mm,4
be quiet! Light Wings PWM,24.95,https://cdna.pcpartpicker.com/static/forever/images/product/3ef9d72b1736a8d5f56f8673ae20e274.256p.jpg,56 CFM,Black,23.3 dB,Yes,1500 RPM,140 mm,5
Thermaltake CT140 EX Reverse ARGB Sync 3-Pack,67.8,https://cdna.pcpartpicker.com/static/forever/images/product/c2d0cfbfe8fb51a82c9e72dfede9c028.256p.jpg,94.95 CFM,Black,32.8 dB,Yes,500 - 1800 RPM,140 mm,0
Corsair RS120 MAX 3-Pack,37,https://cdna.pcpartpicker.com/static/forever/images/product/72585e390b95dc34181777a10eb7d892.256p.jpg,16.5 - 72 CFM,Black,29.5 dB,Yes,2000 RPM,120 mm,0
Corsair iCUE SP120 RGB ELITE 3-Pack,80.88,https://cdna.pcpartpicker.com/static/forever/images/product/97d21dc179bad3268c8ebff387bbf19d.256p.jpg,,Black / White,,Yes,400 - 1500 RPM,120 mm,4.5
Scythe Kaze Flex 120,,,16.6 - 66.47 CFM,Black,4 - 29.75 dB,Yes,300 - 1500 RPM,120 mm,5
Phanteks PH-F140D30 3-Pack,74.99,https://cdna.pcpartpicker.com/static/forever/images/product/a4337d966b5b0ac9326f47f07c07e23b.256p.jpg,71.93 CFM,Black,29.5 dB,Yes,250 - 1800 RPM,140 mm,5
Noctua NF-A6x15 PWM,13.9,https://cdna.pcpartpicker.com/static/forever/images/product/ee65385616303119df9a1743b8e81821.256p.jpg,11.83 - 13.77 CFM,Brown,16.5 - 19.8 dB,Yes,3050 - 3500 RPM,60 mm,4.5
Cooler Master SickleFlow,22.49,https://cdna.pcpartpicker.com/static/forever/images/product/4989cf754e4af58e0601aefc94dfc26b.256p.jpg,67 CFM,Black,10 - 27 dB,Yes,650 - 1400 RPM,140 mm,4.5
Deepcool FD12 3-Pack,28.94,https://cdna.pcpartpicker.com/static/forever/images/product/8002d97ad9bdfd6adba4f42248160407.256p.jpg,64.2 CFM,Black,27.6 dB,Yes,400 - 2050 RPM,120 mm,0
ARCTIC P14 PWM PST A-RGB,11.71,https://cdna.pcpartpicker.com/static/forever/images/product/64e41feae3413e7a822127369e9f70d1.256p.jpg,0 - 68 CFM,Black,,Yes,,140 mm,4
Phanteks M25G2-140 D-RGB 3-Pack,25.99,https://cdna.pcpartpicker.com/static/forever/images/product/a8dd06f9c59c0d5c6f6ff48051b07172.256p.jpg,101.78 CFM,Black,36.4 dB,Yes,350 - 1800 RPM,140 mm,5
KOLINK UMBRA X 3-Pack,9.95,https://cdna.pcpartpicker.com/static/forever/images/product/ecc4912b1f84cf7e301c5cb061f2087f.256p.jpg,61 CFM,Black,24 dB,Yes,600 - 1600 RPM,120 mm,5
Montech Metal Pro 3-Pack,35.47,,76.2 CFM,Black,29.1 dB,Yes,600 - 2200 RPM,120 mm,5
MSI MPG EZ120R ARGB WHITE-3W 3-Pack,67.91,,66.72 CFM,White,30.78 dB,Yes,,120 mm,0
