web_scraper_order,web_scraper_start_url,pagination,name,capacity,interface,rating,price,price2,price_gb,cache,name3,type,form_factor,price3,price4,capacity2,price_gb2,type2,form_factor2,interface2,cache2,name2,name4
"1784217520-2221","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=35","Seagate EXOS Enterprise","Capacity6 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/46b03fb35fdbb8ad3853d0ce3071d4ac.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/46b03fb35fdbb8ad3853d0ce3071d4ac.256p.jpg"
"1784217520-2238","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=35","Toshiba MG06ACA800E","Capacity8 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/0cff0cf6521c0b68b9ce26bd2df42f62.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/0cff0cf6521c0b68b9ce26bd2df42f62.256p.jpg"
"1784217520-2251","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=35","Western Digital Ultrastar DC HC520","Capacity12 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/3fc1cb65a9f4f207eff6c401bcd9f650.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/3fc1cb65a9f4f207eff6c401bcd9f650.256p.jpg"
"1784217532-2252","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Seagate Barracuda ES.2","Capacity750 GB","InterfaceSATA 3.0 Gb/s","(5)","Add","","Price / GB","Cache32 MB","(5)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/51VcUx7ey5L.jpg","https://m.media-amazon.com/images/I/51VcUx7ey5L.jpg"
"1784217532-2253","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Western Digital Caviar SE16","Capacity320 GB","InterfaceSATA 3.0 Gb/s","(0)","Add","","Price / GB","Cache16 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217532-2254","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Western Digital Caviar Green","Capacity750 GB","InterfaceSATA 3.0 Gb/s","(1)","£83.19Add","","Price / GB£0.111","Cache64 MB","(1)","Type5400 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/51RdRWDUvyL.jpg","https://m.media-amazon.com/images/I/51RdRWDUvyL.jpg"
"1784217532-2255","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Seagate Constellation ES.3","Capacity1 TB","InterfaceSAS 6.0 Gb/s","(0)","Add","","Price / GB","Cache128 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217532-2258","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Seagate ST900MM0128","Capacity900 GB","InterfaceSAS 12.0 Gb/s","(0)","Add","","Price / GB","Cache128 MB","(0)","Type10000 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/41yTv9r1RcL.jpg","https://m.media-amazon.com/images/I/41yTv9r1RcL.jpg"
"1784217532-2260","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Western Digital Blue","Capacity500 GB","InterfaceSATA 3.0 Gb/s","(2)","£114.75Add","","Price / GB£0.229","Cache8 MB","(2)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217532-2262","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Western Digital Purple","Capacity8 TB","InterfaceSATA 6.0 Gb/s","(0)","£601.76Add","","Price / GB£0.075","Cache128 MB","(0)","Type5400 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217532-2264","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Toshiba MG04ACA400E","Capacity4 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache128 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/36d29b0d33a99926ffe735300d1c4dc2.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/36d29b0d33a99926ffe735300d1c4dc2.256p.jpg"
"1784217532-2265","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Hitachi Ultrastar He10","Capacity8 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/2318353e16c5474df12f42af86d4ea93.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/2318353e16c5474df12f42af86d4ea93.256p.jpg"
"1784217532-2266","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Western Digital Purple","Capacity14 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache512 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/e8cb833c432cac961ce71bddf823a3ff.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/e8cb833c432cac961ce71bddf823a3ff.256p.jpg"
"1784217532-2270","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Toshiba X300","Capacity6 TB","InterfaceSATA 6.0 Gb/s","(0)","Out of stock£222.72Add","Out of stock£222.72","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","Out of stock","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/41bZ6o7uPKL.jpg","https://m.media-amazon.com/images/I/41bZ6o7uPKL.jpg"
"1784217532-2279","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Western Digital VelociRaptor","Capacity450 GB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache32 MB","(0)","Type10000 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/51Av+GIQ-PL.jpg","https://m.media-amazon.com/images/I/51Av+GIQ-PL.jpg"
"1784217532-2280","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Western Digital RE3","Capacity320 GB","InterfaceSATA 3.0 Gb/s","(0)","£62.00Add","","Price / GB£0.194","Cache16 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/525a3063274b9f9d03ad9e5922d32aef.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/525a3063274b9f9d03ad9e5922d32aef.256p.jpg"
"1784217532-2281","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Western Digital RE2-GP","Capacity750 GB","InterfaceSATA 3.0 Gb/s","(0)","£202.68Add","","Price / GB£0.270","Cache16 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217532-2282","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Western Digital Caviar Black","Capacity2 TB","InterfaceSATA 3.0 Gb/s","(4)","Add","","Price / GB","Cache64 MB","(4)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217532-2283","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Western Digital Caviar Blue","Capacity320 GB","InterfaceSATA 3.0 Gb/s","(3)","£49.58Add","","Price / GB£0.155","Cache16 MB","(3)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/51eHA80wB+L.jpg","https://m.media-amazon.com/images/I/51eHA80wB+L.jpg"
"1784217532-2284","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Western Digital Scorpio Black","Capacity160 GB","InterfaceSATA 3.0 Gb/s","(0)","£99.58Add","","Price / GB£0.622","Cache16 MB","(0)","Type7200 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/51QxhpxjauL.jpg","https://m.media-amazon.com/images/I/51QxhpxjauL.jpg"
"1784217532-2285","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Western Digital Scorpio Black","Capacity250 GB","InterfaceSATA 3.0 Gb/s","(2)","Add","","Price / GB","Cache16 MB","(2)","Type7200 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217532-2286","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Western Digital Scorpio Blue","Capacity500 GB","InterfaceSATA 3.0 Gb/s","(3)","Add","","Price / GB","Cache8 MB","(3)","Type5400 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217532-2287","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Hitachi 7K1000.B","Capacity640 GB","InterfaceSATA 3.0 Gb/s","(1)","Add","","Price / GB","Cache16 MB","(1)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/51SEw-dkEDL.jpg","https://m.media-amazon.com/images/I/51SEw-dkEDL.jpg"
"1784217532-2288","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Hitachi 7K1000.B","Capacity500 GB","InterfaceSATA 3.0 Gb/s","(0)","Add","","Price / GB","Cache16 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217532-2289","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Hitachi 7K1000","Capacity1 TB","InterfaceSATA 3.0 Gb/s","(3)","Add","","Price / GB","Cache32 MB","(3)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/51M+h-QECzL.jpg","https://m.media-amazon.com/images/I/51M+h-QECzL.jpg"
"1784217532-2291","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Samsung Spinpoint F3 EG","Capacity1.5 TB","InterfaceSATA 3.0 Gb/s","(0)","Add","","Price / GB","Cache32 MB","(0)","Type5400 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/41eo0MZjTPL.jpg","https://m.media-amazon.com/images/I/41eo0MZjTPL.jpg"
"1784217532-2292","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Samsung Spinpoint F3","Capacity500 GB","InterfaceSATA 3.0 Gb/s","(11)","Add","","Price / GB","Cache16 MB","(11)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217532-2293","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Samsung Spinpoint F3","Capacity160 GB","InterfaceSATA 3.0 Gb/s","(0)","Add","","Price / GB","Cache16 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/51ZIeR+XnJL.jpg","https://m.media-amazon.com/images/I/51ZIeR+XnJL.jpg"
"1784217532-2294","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Samsung Spinpoint F2 EG","Capacity500 GB","InterfaceSATA 3.0 Gb/s","(2)","Add","","Price / GB","Cache16 MB","(2)","Type5400 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217532-2295","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Samsung Spinpoint F1 EG","Capacity1 TB","InterfaceSATA 3.0 Gb/s","(0)","Add","","Price / GB","Cache32 MB","(0)","Type5400 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/51U9-MM4xSL.jpg","https://m.media-amazon.com/images/I/51U9-MM4xSL.jpg"
"1784217532-2296","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Samsung Spinpoint F1 DT","Capacity750 GB","InterfaceSATA 3.0 Gb/s","(2)","Add","","Price / GB","Cache32 MB","(2)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217532-2297","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Samsung Spinpoint F1 DT","Capacity640 GB","InterfaceSATA 3.0 Gb/s","(2)","Add","","Price / GB","Cache16 MB","(2)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217532-2298","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Samsung Spinpoint F1 DT","Capacity500 GB","InterfaceSATA 3.0 Gb/s","(1)","Add","","Price / GB","Cache8 MB","(1)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217532-2299","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Samsung Spinpoint F1 DT","Capacity320 GB","InterfaceSATA 3.0 Gb/s","(1)","Add","","Price / GB","Cache16 MB","(1)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217532-2300","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Samsung Spinpoint M7E","Capacity640 GB","InterfaceSATA 3.0 Gb/s","(0)","£57.92Add","","Price / GB£0.091","Cache8 MB","(0)","Type5400 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217532-2301","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Samsung Spinpoint M7E","Capacity320 GB","InterfaceSATA 3.0 Gb/s","(1)","Add","","Price / GB","Cache8 MB","(1)","Type5400 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://images-na.ssl-images-amazon.com/images/I/41iLV6Xp%2BzL.jpg","https://images-na.ssl-images-amazon.com/images/I/41iLV6Xp%2BzL.jpg"
"1784217532-2306","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Seagate Barracuda LP","Capacity1.5 TB","InterfaceSATA 3.0 Gb/s","(0)","Add","","Price / GB","Cache32 MB","(0)","Type5900 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/51pJ2XyldOL.jpg","https://m.media-amazon.com/images/I/51pJ2XyldOL.jpg"
"1784217532-2307","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=33","Seagate BarraCuda","Capacity320 GB","InterfaceSATA 3.0 Gb/s","(8)","£53.99Add","","Price / GB£0.169","Cache16 MB","(8)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
