name,price,image,type,frequency_response,microphone,wireless,enclosure_type,color,rating
Skullcandy SLYR- Assassins Creed 4,,https://cdna.pcpartpicker.com/static/forever/images/product/68bec11dd3f886b5d4241ab12db3f9f9.med.256p.jpg,Circumaural,true,Yes,No,Closed,Green / White,0
Sony MDR10RBLK,217.57,Circumaural,Circumaural,5 Hz - 40 kHz,Yes,No,Closed,Black / Silver,4.5
Polk UltraFocus 8000,,https://cdna.pcpartpicker.com/static/forever/images/product/bc96570427bbbbdb021582dfd3b5b38a.med.256p.jpg,Circumaural,8 Hz - 28 kHz,No,No,Closed,Black / Silver,0
GAMDIAS HEBE,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Red / Silver,0
Adesso Xtream H3W,,Circumaural,Circumaural,100 Hz - 20 kHz,No,Yes,Closed,Black / White,0
V-MODA CROSSFADE M-100 SHADOW,,Circumaural,Circumaural,5 Hz - 30 kHz,No,No,Closed,Black / Silver,5
Sennheiser IE 80,,In Ear,In Ear,10 Hz - 20 kHz,No,No,Closed,Black / Silver,0
Razer KRAKEN 7.1 CHROMA,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Multicolor,4
Philips SHP3000,,Circumaural,Circumaural,20 Hz - 20 kHz,No,No,Closed,Black,0
Sennheiser CX 2.00G Black,,Earbud,Earbud,true,Yes,No,Closed,Black / Silver,0
Sennheiser M2 IEG,,https://cdna.pcpartpicker.com/static/forever/images/product/358914ff2edc06e0d335c79975637108.256p.jpg,In Ear,15 Hz - 22 kHz,Yes,No,Closed,Black / Red,0
Razer BlackShark,,Circumaural,Circumaural,true,Yes,No,Closed,Black / Green,4
Thermaltake DRACCO Funky Pink,,Circumaural,Circumaural,false,No,No,Closed,Black / Pink,0
Turtle Beach X12,,Circumaural,Circumaural,true,Yes,No,Closed,Black / Green,4
AKG K553 PRO,195.16,https://cdna.pcpartpicker.com/static/forever/images/product/d04a219c05f7d4437f0231d63e7a9f96.256p.jpg,Circumaural,20 Hz - 20 kHz,No,No,Closed,Black,4
Corsair VOID,,https://cdna.pcpartpicker.com/static/forever/images/product/e0d3075e402b8698498070ef9cbf1704.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,3.5
Logitech H111,,https://cdna.pcpartpicker.com/static/forever/images/product/fa175656dc76deb950b995a48546c073.256p.jpg,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
Skullcandy Hesh 2 Unleashed,,https://cdna.pcpartpicker.com/static/forever/images/product/17aefa1e13b30039883b60ef2b6c24c6.256p.jpg,Circumaural,true,Yes,Yes,Closed,Black / Silver,4.5
SteelSeries Siberia P800,,Circumaural,Circumaural,true,Yes,Yes,Closed,Black / Orange,0
Sades SA-902-B,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,3.5
Audio-Technica ATH-ADG1X,,https://cdna.pcpartpicker.com/static/forever/images/product/0010e610431a044f45d3705f1c0d66ec.256p.jpg,Circumaural,5 Hz - 35 kHz,Yes,No,Open,Black / Blue,0
Asus ROG Strix Wireless,,https://cdna.pcpartpicker.com/static/forever/images/product/5ba3e2086709cfdb736c1b788bd3f429.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Red,3
Plantronics RIG 600,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Gold,0
Trust GXT 363 (FF Packaging),,Circumaural,Circumaural,20 Hz - 2 kHz,Yes,No,Closed,Black / Blue,0
Astro A50 + Base Station XB1,,https://cdna.pcpartpicker.com/static/forever/images/product/46b8e38615efbe752fd8891555a43758.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Blue,4
Sennheiser HD 598SR,,Circumaural,Circumaural,12 Hz - 38.5 kHz,Yes,No,Open,Black,5
Turtle Beach XP510,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Green,0
Sennheiser GSP 300,,Circumaural,Circumaural,15 Hz - 26 kHz,Yes,No,Closed,Black / Blue,4.5
Sennheiser HD 4.50 BTNC,,Circumaural,Circumaural,18 Hz - 22 kHz,Yes,Yes,Closed,,5
Panasonic RP-HJE125-K,,https://cdna.pcpartpicker.com/static/forever/images/product/bc92955a4c1b1ebbd280d66c390b7b1e.256p.jpg,Earbud,false,No,No,Closed,Black,0
Panasonic RP-HJE125-P,8.99,Earbud,Earbud,false,No,No,Closed,Pink,0
Sennheiser GSP 600,,https://cdna.pcpartpicker.com/static/forever/images/product/8d552fe19ab0fe6d61e817fad1aed4d7.256p.jpg,Circumaural,10 Hz - 30 kHz,Yes,No,Closed,Black / Red,5
Razer Kraken 7.1 V2 Mercury Edition,,Circumaural,Circumaural,12 Hz - 28 kHz,Yes,No,Closed,White,4.5
Turtle Beach Stealth 420X,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Green,0
Corsair HS70,169.99,Circumaural,Circumaural,true,Yes,Yes,Closed,White / Black,4
Sony WHH900N/L,,https://cdna.pcpartpicker.com/static/forever/images/product/c1dcfe9207bc4227d223abdda2e78007.256p.jpg,Circumaural,false,No,Yes,Closed,Gray,0
Sony WHH900N/B,,https://cdna.pcpartpicker.com/static/forever/images/product/c1458659a114850f78efe26585e608e1.256p.jpg,Circumaural,false,No,Yes,Closed,Black,4
Razer Electra V2,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Green,3
Astro A40 + MIXAMP Pro,349,https://cdna.pcpartpicker.com/static/forever/images/product/885e23583e2ba2262ae136d004ab4a21.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,4.5
Logitech G433 (Blue),,https://cdna.pcpartpicker.com/static/forever/images/product/84ee65ccaca38142027f285f1a32ee72.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Open,Blue,0
Logitech G433 (Camo Blue),,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Open,Black,0
HP HyperX Cloud Alpha Cloud 9 Edition,,Circumaural,Circumaural,13 Hz - 27 kHz,Yes,No,Closed,Black / Blue,0
Corsair HS70 WIRELESS,,https://cdna.pcpartpicker.com/static/forever/images/product/df35ab01843d3e535d1982e4b019f087.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,3
Cougar Phontum,,https://cdna.pcpartpicker.com/static/forever/images/product/afd6836171f7eca06243a0fcd582cc74.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Orange,0
Razer Tiamat 7.1 V2,,https://cdna.pcpartpicker.com/static/forever/images/product/53e547c2dbe1d3d6a00bdb9651d5c61d.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Silver,4
Aula SI-G91V,,https://cdna.pcpartpicker.com/static/forever/images/product/303c6ee672f5e3aad9a99d32d0cc3db3.256p.jpg,Circumaural,true,Yes,No,Closed,Black / Blue,0
JVC HA-ENR15-B-K,16.03,https://cdna.pcpartpicker.com/static/forever/images/product/e93f8d8cc4657e7310d01a591627aff9.256p.jpg,Earbud,true,Yes,No,Closed,Black / Red,0
Corsair HS45 SURROUND,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,4
Cyber Acoustics ACM-6005,17.98,https://cdna.pcpartpicker.com/static/forever/images/product/313dda61cc019e96fb99c37cd150ecd7.256p.jpg,Supra-aural,false,No,No,Closed,Black,0
Acer Predator Galea 300,,https://cdna.pcpartpicker.com/static/forever/images/product/ca01ab921144f0957d404bec561e5c22.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
Sennheiser GSP 670,179.99,https://cdna.pcpartpicker.com/static/forever/images/product/101ea70858b943ad3aa0a1b474aba50d.256p.jpg,Circumaural,10 Hz - 23 kHz,Yes,Yes,Closed,Black,4
Razer Hammerhead Pro v2,,https://cdna.pcpartpicker.com/static/forever/images/product/d9d896b309f2415a57c0ba8be1b91f51.256p.jpg,In Ear,50 Hz - 10 kHz,Yes,No,Closed,Black / Green,0
Cooler Master MH650,99.99,https://cdna.pcpartpicker.com/static/forever/images/product/7eaa2e5ab68315f179241e875bd44db1.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
FNATIC REACT,,https://cdna.pcpartpicker.com/static/forever/images/product/d9ac20d5c4f5671286da5d207f664d73.256p.jpg,Circumaural,20 Hz - 40 kHz,No,No,Closed,Black / Silver,4
Plantronics Blackwire 7225,103.54,https://cdna.pcpartpicker.com/static/forever/images/product/40458b32ca447aa1b25ee5368867b8f5.256p.jpg,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
ADATA EMIX I30,,https://cdna.pcpartpicker.com/static/forever/images/product/8d88f8136139f96d7c814414a82b84c6.256p.jpg,In Ear,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,0
DROP Massdrop x HiFiMAN Edition XX,,Circumaural,Circumaural,8 Hz - 50 kHz,No,No,Open,Black / Silver,0
DROP MASSDROP X AKG K7XX,,Circumaural,Circumaural,10 Hz - 39.8 kHz,No,No,Open,Black,5
Sennheiser GSP 550,,https://cdna.pcpartpicker.com/static/forever/images/product/97d511a4c6856a4828e68f711478e402.256p.jpg,Circumaural,10 Hz - 30 kHz,Yes,No,Semi-open,Green / Black,0
Final E1000,29.99,Earbud,Earbud,false,No,No,Closed,Black,0
Final E1000C,42.37,Earbud,Earbud,false,No,No,Closed,Black,0
Final E3000,56.77,Earbud,Earbud,false,No,No,Closed,Silver / Black,0
Final E3000C,54,Earbud,Earbud,false,No,No,Closed,Silver / Black,0
Astro Gaming A50 + Base Station,,https://cdna.pcpartpicker.com/static/forever/images/product/21e7a401f4806eb3c3d5ead46e00ffb9.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Green / Black,4
Philips X3/00,149.99,https://cdna.pcpartpicker.com/static/forever/images/product/0cb34fac2a4d8314ba6c66250c2c1078.256p.jpg,Circumaural,5 Hz - 40 kHz,No,No,Open,Black,0
Thermaltake Pulse G100,39.99,https://cdna.pcpartpicker.com/static/forever/images/product/2eec37b2928f0639c038747007629c8f.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
Sony MDR-ZX310R,23.47,https://cdna.pcpartpicker.com/static/forever/images/product/5ca37b8377db4039947f716055f79c3e.256p.jpg,Supra-aural,10 Hz - 24 kHz,No,No,Closed,Red,0
HiFiMAN HE400i Ver.2020,,Circumaural,Circumaural,20 Hz - 35 kHz,No,No,Open,Black,0
Tempest GHS300 RGB,,https://cdna.pcpartpicker.com/static/forever/images/product/74614f604f151552105549fd159383b8.256p.jpg,Circumaural,100 Hz - 10 kHz,Yes,No,Closed,Black,0
Tempest Caesar RGB,,https://cdna.pcpartpicker.com/static/forever/images/product/b2ce2a9e3c1c097fa3d965aaf253a09b.256p.jpg,Circumaural,true,Yes,Yes,Closed,Black,0
Astro A10,42.9,https://cdna.pcpartpicker.com/static/forever/images/product/2210d7443ce7970943d4f9d7b373186f.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,White / Green,0
MSI Immerse GH30 V2,39.95,https://cdna.pcpartpicker.com/static/forever/images/product/47878ba050fe617d4d3cff833039d6e4.256p.jpg,Circumaural,29 Hz - 20 kHz,Yes,No,Closed,Black,0
MSI Immerse GH61,,https://cdna.pcpartpicker.com/static/forever/images/product/d6e7be9181cda19fdacd730e133cf24c.256p.jpg,Circumaural,29 Hz - 40 kHz,Yes,No,Closed,Black,0
SteelSeries Arctis 3 (2019),,https://cdna.pcpartpicker.com/static/forever/images/product/e71e4e043ee6392cb1929dd684f4b880.256p.jpg,Circumaural,20 Hz - 22 kHz,Yes,No,Closed,Black,4.5
AKG K612 PRO,163.92,https://cdna.pcpartpicker.com/static/forever/images/product/f695b349cf2d24089aa41504ec280f64.256p.jpg,Circumaural,12 Hz - 39.5 kHz,No,No,Open,Black / Silver,0
SteelSeries Arctis Nova Pro Wireless for PS5 and PS4,372.39,https://cdna.pcpartpicker.com/static/forever/images/product/8db1bf9cd6435160ddf902e4c6491f0d.256p.jpg,Circumaural,10 Hz - 40 kHz,Yes,Yes,Closed,Black,0
HP HyperX Cloud Core,,https://cdna.pcpartpicker.com/static/forever/images/product/e783eff0b2ec2df04a4458f9189005e8.256p.jpg,Circumaural,10 Hz - 21 kHz,Yes,Yes,Closed,Black / Red,5
HP HyperX Cloud Stinger Core,,https://cdna.pcpartpicker.com/static/forever/images/product/7b4ec31172d0cf4d5f0e74b1df79d6bb.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
Asus TUF Gaming H7,94.95,https://cdna.pcpartpicker.com/static/forever/images/product/8409d30b81666c7aa7a6015bb05fef21.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Gray,0
Asus TUF Gaming H7 Wireless,,https://cdna.pcpartpicker.com/static/forever/images/product/648aad7f4e6d432ff357309bf8a4bfed.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,0
TAKSTAR Sprint,6.99,In Ear,In Ear,20 Hz - 2 kHz,Yes,No,Closed,Black / Red,0
Philips SHP9600MB/00,,Supra-aural,Supra-aural,12 Hz - 35 kHz,Yes,No,Open,Black,0
Koss Porta Pro Limited Edition,,Supra-aural,Supra-aural,15 Hz - 25 kHz,Yes,No,Open,Gold / Black,0
Asus TUF GAMING x Demon Slayer L.E. Nezuko Kamado,,https://cdna.pcpartpicker.com/static/forever/images/product/938dd74546c74250d8e1be7db8370d7a.256p.jpg,Circumaural,true,Yes,No,Closed,Pink / White,0
ROCCAT Syn Pro Air,94.65,https://cdna.pcpartpicker.com/static/forever/images/product/d2664a14a481a6066a0fe2875dd20dc3.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,0
ROCCAT Syn Max Air,159.99,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,0
Samsung Buds2,129.99,https://cdna.pcpartpicker.com/static/forever/images/product/0a2f92ebc90671e640610807dc753513.256p.jpg,In Ear,true,Yes,Yes,Closed,Black,0
Corsair HS65,,https://cdna.pcpartpicker.com/static/forever/images/product/f87e499474383ae9b70b551ef3c13d20.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,White,0
Apple AirPods 3rd Gen Lightning,129,https://cdna.pcpartpicker.com/static/forever/images/product/28c49ec5345a2a1604f396b854e038ce.256p.jpg,In Ear,true,Yes,Yes,Closed,White,0
Creative Labs SXFI Gamer,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
HP OMEN Blast,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
Sennheiser EPOS Game Zero,,Circumaural,Circumaural,15 Hz - 28 kHz,Yes,No,Closed,Black / Red,0
YEYIAN Force 3000,24.99,https://cdna.pcpartpicker.com/static/forever/images/product/fffe11cf4503a600a64006509f9e52dc.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Camo / White,0
YEYIAN Wicked 3000,24.99,https://cdna.pcpartpicker.com/static/forever/images/product/6aa576afb8f478f27355444be551cc19.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,0
Koss KPH30i,,Supra-aural,Supra-aural,15 Hz - 25 kHz,Yes,No,Open,Beige,0
GameStop RGB Pro,45.98,https://cdna.pcpartpicker.com/static/forever/images/product/5bbb100db33ec9bf44de3ec250ce676b.256p.jpg,Circumaural,true,Yes,No,Closed,Black,0
ENDORFY Viro,71.17,https://cdna.pcpartpicker.com/static/forever/images/product/0e37a764d67104eed7ad394171bcb9e6.256p.jpg,Circumaural,20 Hz - 2 kHz,Yes,No,Closed,Black,0
ENDORFY Viro Infra,,https://cdna.pcpartpicker.com/static/forever/images/product/cca9e1bcc8d75731511457f538239f37.256p.jpg,Circumaural,20 Hz - 2 kHz,Yes,No,Closed,Black,0
ENDORFY Viro Plus USB,54.95,https://cdna.pcpartpicker.com/static/forever/images/product/32210d49eb3e8c6eeaa983c9c9db57d3.256p.jpg,Circumaural,20 Hz - 2 kHz,Yes,No,Closed,Black,0
Apple AirPods 4 ANC,,,Earbud,,Yes,Yes,Closed,White,0
Sony DR-ZX701IP,99.95,Circumaural,Circumaural,false,No,No,Closed,Black,0
Sony MDR-W08L,122.51,Earbud,Earbud,20 Hz - 20 kHz,No,No,Closed,Black,0
Koss CS95,17.98,https://cdna.pcpartpicker.com/static/forever/images/product/8aa63e5b1aad1db89f79b139216d6b73.256p.jpg,Supra-aural,30 Hz - 16 kHz,Yes,No,Closed,Black / Silver,0
Panasonic RP-HJE290-P,,In Ear,In Ear,6 Hz - 24 kHz,No,No,Closed,Pink,0
AKG K361-BT,133.88,https://cdna.pcpartpicker.com/static/forever/images/product/79bdbd46e1a1ad2b46d16f9cf8897ffd.256p.jpg,Circumaural,15 Hz - 28 kHz,Yes,Yes,Closed,Black,0
GameStop GS101,30.98,https://cdna.pcpartpicker.com/static/forever/images/product/9bb684bfae6b85d1677f6744b926c8b4.256p.jpg,Circumaural,true,Yes,No,Closed,Black,0
Sony MDRNC8/BLK,,Supra-aural,Supra-aural,30 Hz - 20 kHz,No,No,Closed,Black,0
Thermaltake HT-DRS007OEWH,29.99,Circumaural,Circumaural,10 Hz - 22 kHz,No,No,Closed,Multicolor,0
Turtle Beach Ear Force Z1,25.7,Circumaural,Circumaural,true,Yes,No,Closed,Black / Silver,0
Coby 716829222331,,https://cdna.pcpartpicker.com/static/forever/images/product/9356828fa279b1fc509d2a22da1305f0.med.256p.jpg,Supra-aural,false,No,No,Closed,Black / Silver,0
Yamaha CM500,121.1,https://cdna.pcpartpicker.com/static/forever/images/product/67dd61fd0d826e72d5dca0f74c178616.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
Panasonic RP-HJE120-G,,Earbud,Earbud,20 Hz - 20 kHz,No,No,Closed,Green / White,0
Panasonic RP-HSC200-K,,Earbud,Earbud,10 Hz - 22 kHz,No,No,Closed,Black / Silver,0
Panasonic RPHJE120R,,https://cdna.pcpartpicker.com/static/forever/images/product/e80e8f75820d88967eec657954cbfc7b.med.256p.jpg,In Ear,20 Hz - 20 kHz,No,No,Closed,Red / White,0
Pyle Audio PWPE10W,14.21,https://cdna.pcpartpicker.com/static/forever/images/product/75e0ab63053ea29f0df94f4c405dbe1b.256p.jpg,In Ear,20 Hz - 20 kHz,No,No,Closed,Transparent,0
Beyerdynamic DT 880 Premium 600 Ohm,179,Circumaural,Circumaural,5 Hz - 35 kHz,No,No,Semi-open,Black / Silver,5
Etymotic Research Ety Kids 3,,In Ear,In Ear,true,Yes,No,Closed,Black / Silver,0
Koss UR/10,16.99,https://cdna.pcpartpicker.com/static/forever/images/product/bea6a3614d56d7448d79ee0f3f12ba49.256p.jpg,Supra-aural,60 Hz - 20 kHz,No,No,Closed,Black / Silver,0
Panasonic RP-TCM125-W,,https://cdna.pcpartpicker.com/static/forever/images/product/703ee6472a87aad22a9f2e294a699060.med.256p.jpg,In Ear,10 Hz - 24 kHz,No,No,Closed,White,0
SteelSeries 61023,24.99,Circumaural,Circumaural,true,Yes,No,Closed,Black / Orange,2
Creative Labs 70GH030000000,,https://cdna.pcpartpicker.com/static/forever/images/product/fc8d4267dfbef775128170e3a25b1cf3.256p.jpg,Supra-aural,20 Hz - 20 kHz,No,Yes,Closed,Black,0
Razer Kraken,148.13,https://cdna.pcpartpicker.com/static/forever/images/product/894997bbb41cb1ae9bfe2f8b650a2fe0.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,3.5
Sennheiser RS 195,284.35,Circumaural,Circumaural,17 Hz - 22 kHz,No,Yes,Closed,Black / Silver,0
Panasonic RP-HJE125-V,9.18,https://cdna.pcpartpicker.com/static/forever/images/product/558c2ab8d04b89049fdcbaaaea721646.256p.jpg,Earbud,10 Hz - 24 kHz,No,No,Closed,Purple,0
Sennheiser HD 4.40BT,129.99,https://cdna.pcpartpicker.com/static/forever/images/product/fcd7ff688f95524cd438ac33d93614b9.256p.jpg,Circumaural,18 Hz - 22 kHz,Yes,Yes,Closed,Black,4.5
Lenovo Legion H300,26.51,https://cdna.pcpartpicker.com/static/forever/images/product/64024dbb5c46cc581a24f759989dc59a.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Blue,0
Razer Thresher For Xbox One,140.41,https://cdna.pcpartpicker.com/static/forever/images/product/8b5189d3758b98c1317a5cea79dc9dfb.256p.jpg,Circumaural,12 Hz - 28 kHz,Yes,Yes,Closed,Black / Green,0
SHARKOON SKILLER SGH50,69.98,https://cdna.pcpartpicker.com/static/forever/images/product/f6e987a43e746cb2a1d77e30e7f890f8.256p.jpg,Circumaural,10 Hz - 40 kHz,Yes,No,Closed,Black,0
GameStop TWS,45.98,https://cdna.pcpartpicker.com/static/forever/images/product/e4858cd990aba79a8cad4d3f02851118.256p.jpg,Earbud,20 Hz - 20 kHz,Yes,Yes,Closed,Black,0
ENDORFY Viro Plus USB Onyx White,51.82,https://cdna.pcpartpicker.com/static/forever/images/product/57bbd752614486aef544aac529361f6c.256p.jpg,Circumaural,20 Hz - 2 kHz,Yes,No,Closed,White,0
Audio-Technica ATH-ANC23BK,,https://cdna.pcpartpicker.com/static/forever/images/product/007ac4d798a3fc84b94f5df569401dba.256p.jpg,In Ear,20 Hz - 20 kHz,Yes,No,Closed,Black / Gray,0
Audio-Technica ATH-ANC25,,https://cdna.pcpartpicker.com/static/forever/images/product/0495d7094acc3211a153d5aff07a5ea6.med.256p.jpg,Supra-aural,false,No,No,Closed,Black / Gray,0
Audio-Technica ATH-ANC27,,Circumaural,Circumaural,false,No,No,Closed,Black,0
Audio-Technica ATH-CKF300PL,,In Ear,In Ear,18 Hz - 23 kHz,No,No,Closed,Purple,0
Audio-Technica 42005169863,,Earbud,Earbud,16 Hz - 23 kHz,No,No,Closed,Brown / Black,0
Thermaltake eSPORTS SHOCK Battle Edition,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Green,4
Genius Lychas HS G550,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
Genius 31710043101,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,0
Genius Mordax HS G600,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Green,0
Genius GHP-400S-Blue,,Supra-aural,Supra-aural,20 Hz - 20 kHz,No,No,Closed,White / Blue,0
Genius GHP-400S-Pink,,Supra-aural,Supra-aural,20 Hz - 20 kHz,No,No,Closed,White / Pink,0
Audio-Technica ATHM50s/LE,,Circumaural,Circumaural,15 Hz - 28 kHz,No,No,Closed,White / Black,0
Audio-Technica ATH-M50s,,https://cdna.pcpartpicker.com/static/forever/images/product/97992f421021e36d3bdc40536e82790b.med.256p.jpg,Circumaural,15 Hz - 28 kHz,No,No,Closed,Black,0
Altec Lansing 021986802631,14.95,Earbud,Earbud,20 Hz - 20 kHz,No,No,Closed,Gray / White,0
Altec Lansing 021986802662,14.95,Earbud,Earbud,20 Hz - 20 kHz,No,No,Closed,Black / Gray,0
Altec Lansing MZX106W,14.95,In Ear,In Ear,20 Hz - 20 kHz,No,No,Closed,White / Black,0
Altec Lansing MZX2051S,,https://cdna.pcpartpicker.com/static/forever/images/product/0f8727817a56bcb2ea74288e4824bfc9.256p.jpg,In Ear,100 Hz - 5 kHz,Yes,No,Closed,Black,0
Altec Lansing MZX436P,,In Ear,In Ear,false,No,No,Closed,Pink,0
Altec Lansing MZX436R,66.66,In Ear,In Ear,false,No,No,Closed,Pink / Black,0
Altec Lansing MZX736B,,In Ear,In Ear,20 Hz - 20 kHz,Yes,No,Closed,Blue / Black,0
Altec Lansing MZX736W,,In Ear,In Ear,20 Hz - 20 kHz,Yes,No,Closed,Blue / Black,0
Antec 761345740005,,In Ear,In Ear,false,No,No,Closed,Black,0
Antec 761345740012,,In Ear,In Ear,false,No,No,Closed,White / Pink,0
Antec 761345740029,,In Ear,In Ear,false,No,No,Closed,Silver,0
Antec 761345740036,,In Ear,In Ear,false,No,No,Closed,Green,0
Antec 761345740043,,In Ear,In Ear,false,No,No,Closed,Gray,0
ARCTIC P402,,Supra-aural,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,Black / Silver,0
ARCTIC P402 BT,,Supra-aural,Supra-aural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Silver,0
Audio-Technica ATH-A500X,,Circumaural,Circumaural,5 Hz - 30 kHz,No,No,Closed,Black,0
Audio-Technica ATH-A700X,,Circumaural,Circumaural,5 Hz - 35 kHz,Yes,No,Closed,Black / Blue,5
Audio-Technica ATH-ANC23,,https://cdna.pcpartpicker.com/static/forever/images/product/6bffbb5285ff6ff1fabd0ee5f387a720.256p.jpg,In Ear,20 Hz - 20 kHz,No,No,Closed,Black / Silver,0
Audio-Technica ATH-ANC27X,,Circumaural,Circumaural,20 Hz - 20 kHz,No,No,Closed,Black,0
Audio-Technica ATH-ANC7B,,Circumaural,Circumaural,10 Hz - 25 kHz,No,No,Closed,Black,0
Audio-Technica ATH-ANC9,,https://cdna.pcpartpicker.com/static/forever/images/product/b87e6df4a7fa9a80589e4baf24e93fb1.256p.jpg,Circumaural,10 Hz - 25 kHz,No,No,Closed,Black,4
Audio-Technica ATH-CK313IBGR,,In Ear,In Ear,20 Hz - 23 kHz,Yes,No,Closed,Multicolor,0
Audio-Technica ATH-CK313IBK,,In Ear,In Ear,20 Hz - 23 kHz,Yes,No,Closed,Black,0
Audio-Technica ATH-CK313IBL,,In Ear,In Ear,20 Hz - 23 kHz,Yes,No,Closed,Black / Blue,0
Audio-Technica ATH-CK313IRD,,In Ear,In Ear,20 Hz - 23 kHz,Yes,No,Closed,Black / Blue,0
Audio-Technica ATH-CK313IWH,,In Ear,In Ear,20 Hz - 23 kHz,Yes,No,Closed,White / Black,0
Audio-Technica ATH-CK313MBGR,,In Ear,In Ear,20 Hz - 23 kHz,Yes,No,Closed,Black / Green,0
Audio-Technica ATH-CK313MBGK,,In Ear,In Ear,20 Hz - 23 kHz,Yes,No,Closed,Black,0
Audio-Technica ATH-CK313MBL,,In Ear,In Ear,20 Hz - 23 kHz,Yes,No,Closed,Black,0
Audio-Technica ATH-CK313MBPK,19.95,In Ear,In Ear,20 Hz - 23 kHz,Yes,No,Closed,Pink / Black,0
Audio-Technica ATH-CK313MBRD,,In Ear,In Ear,20 Hz - 23 kHz,Yes,No,Closed,Black / Red,0
Audio-Technica ATH-CK313MBW,,In Ear,In Ear,20 Hz - 23 kHz,Yes,No,Closed,Brown / Black,0
Audio-Technica ATH-CK313MPK,16.95,In Ear,In Ear,20 Hz - 23 kHz,Yes,No,Closed,Pink / Black,0
Audio-Technica ATH-CK313MRD,,In Ear,In Ear,20 Hz - 23 kHz,Yes,No,Closed,Red / Black,0
Audio-Technica ATH-CK313MSV,,In Ear,In Ear,20 Hz - 23 kHz,Yes,No,Closed,Silver / Black,0
